公司名稱,公司網址,職務名稱,職務網址,接受身份,工作經歷,學歷要求,科系要求,語文條件,擅長工具,工作技能,其他條件
台灣富士全錄股份有限公司,https://www.104.com.tw/company/1mpl4c0,RPA技術分析師,https://www.104.com.tw/job/ajax/content/6tejt,"['上班族', '原住民']",1年以上,大學、碩士,['資訊管理相關'],['英文:聽 /中等、說 /中等、讀 /精通、寫 /精通'],"['Excel', 'Outlook', 'PowerPoint', 'Word']",無,"['1.MS', 'Office文書能力', '2.公司提供筆電', '3.熟悉以下任一語言：VBA/VB.NET/JAVA/C#', '4.具備以下任一語言基礎：PowerShell', '/', 'Bash', '/', 'Python', '/', 'JavaScript', '5.具備任一', 'RDBMS', '操作以及SQL', 'Statement基礎', '6.具備前端', 'HTML5', '/', 'CSS', '或任一', 'Front', 'End', 'Framework', '概念', '7.具備', '00P', '/', 'Web', 'Service', '/', 'RESTful', 'API', '概念', '8.具備與團隊以及外部使用者保持良好關係的能力', '9.具備主動積極的心態，並對技術有熱情，有意願學習新技術', 'Nice', 'To', 'Have:', '1.具有', 'Git', '/', 'Bitbucket', '經驗', '2.具有', 'Puppet', '/', 'Ansible', '/', 'Jenkins', '3.具有', 'Docker', '/', 'Kubernetes', '/', 'GCP', '/', 'AWS', '基礎概念', '4.具耔MVC/網路架構/系統架構/資料結構/演算法/網路爬蟲基礎概念', '5.對透過程式/軟體/工具進行流程自動化有興趣', '6.有意願往系統分析師/系統架構師的職涯發展', '7.曾參與過以', 'Agile/Scrum', '進行之專案開發流程']"
千手數位科技股份有限公司,https://www.104.com.tw/company/1a2x6bl7wd,網頁爬蟲工程師,https://www.104.com.tw/job/ajax/content/6ybcj,"['上班族', '應屆畢業生', '夜間就讀中', '研發替代役', '原住民', '二度就業']",不拘,專科以上,無,無,無,無,"['熟悉視覺化呈現數據並有實作經驗者加分', '熟悉docker或具備分散式爬蟲設計經驗者優先錄取', '我們期待工作夥伴對新技術有熱情及渴望，具備自我學習及研究的能力。', '具耐心及細心加分，擅長團隊合作。', '須具有獨立工作能力。']"
倢思數位科技股份有限公司,https://www.104.com.tw/company/1a2x6bk5pg,網頁爬蟲工程師,https://www.104.com.tw/job/ajax/content/6wwkw,"['上班族', '應屆畢業生', '研發替代役', '原住民', '二度就業', '中壯齡']",不拘,大學以上,無,無,無,無,"['熟悉視覺化呈現數據並有實作經驗者加分', '熟悉docker或具備分散式爬蟲設計經驗者優先錄取', '我們期待工作夥伴對新技術有熱情及渴望，具備自我學習及研究的能力。', '具耐心及細心加分，擅長團隊合作。', '須具有獨立工作能力。']"
彩虹雲端科技有限公司,https://www.104.com.tw/company/1a2x6bjvqn,Python 爬蟲工程師,https://www.104.com.tw/job/ajax/content/6qgsx,"['上班族', '應屆畢業生', '日間就讀中', '夜間就讀中', '研發替代役', '外籍人士', '原住民', '二度就業', '中壯齡', '中高齡', '高齡', '更生人', '學生實習']",2年以上,不拘,無,無,無,無,無
聖璟科技有限公司,https://www.104.com.tw/company/1a2x6bl7yt,爬蟲工程師,https://www.104.com.tw/job/ajax/content/6yd0x,"['上班族', '應屆畢業生', '原住民', '二度就業']",不拘,不拘,無,無,無,無,無
伊諾科技有限公司,https://www.104.com.tw/company/1a2x6bkxph,不希望只能召喚爬蟲的 Python 工程師,https://www.104.com.tw/job/ajax/content/6ucvg,['上班族'],3年以上,大學以上,無,無,['Python'],無,"['好的開始帶你上天堂，而好的開始包含但不限於以下技能：', '熟悉', 'GraphQL', '並有實際使用經驗。', '熟悉', 'tornado,', 'Django,', 'Celery,', 'Scrapy', '等相關框架。', '熟悉', 'Docker,', 'Kubernetes。', '熟悉設計模式（design', 'patterns）及微服務架構設計。', '有熱情去培養寬廣的技術視野，願意積極了解當前技術發展。']"
帕奇巨科技有限公司,https://www.104.com.tw/company/1a2x6bkv1j,"Python爬蟲程式工讀生, 學校實習可",https://www.104.com.tw/job/ajax/content/6wleb,"['日間就讀中', '夜間就讀中', '研發替代役', '學生實習']",不拘,專科以上,無,無,無,無,['不接受遠距工作']
前進智能股份有限公司,https://www.104.com.tw/company/1a2x6bknpq,爬蟲開發工程師 (學生實習、長期兼職),https://www.104.com.tw/job/ajax/content/6rriz,"['上班族', '應屆畢業生', '日間就讀中', '夜間就讀中', '研發替代役', '原住民', '二度就業', '學生實習']",不拘,大學以上,"['資訊工程相關', '資訊管理相關']",無,無,無,無
台盈資訊科技有限公司,https://www.104.com.tw/company/1a2x6bkaqj,Python 工程師,https://www.104.com.tw/job/ajax/content/6pw99,['上班族'],1年以上,不拘,無,無,['Python'],無,"['1.具備', 'Python相關工作經驗', '2.爬蟲程式製作的基礎知識與經驗']"
台盈資訊科技有限公司,https://www.104.com.tw/company/1a2x6bkaqj,Python 資深工程師,https://www.104.com.tw/job/ajax/content/6ngr8,['上班族'],3年以上,大學以上,無,無,['Python'],無,"['[基本要求]', '-', '要求具備使用', 'Python', '開發高效能爬蟲工具，或自動化軟體', '-', '爬蟲程式開發相關工作經驗', '3', '年以上', '-', '其他面議']"
犀牛盾_愛進化科技股份有限公司,https://www.104.com.tw/company/1a2x6bidoq,暑期實習工程師,https://www.104.com.tw/job/ajax/content/6xrgj,['學生實習'],不拘,大學、碩士,無,無,"['PHP', 'Python', 'MySQL', 'JavaScript']",無,"['-', '具認真負責和願意學習的心', '-', '具團隊合作與良好溝通能力']"
全富數位有限公司,https://www.104.com.tw/company/1a2x6bi34e,後端工程師 Python Engineer,https://www.104.com.tw/job/ajax/content/6izvs,"['上班族', '應屆畢業生', '日間就讀中', '夜間就讀中', '研發替代役', '外籍人士', '原住民', '二度就業', '學生實習']",不拘,不拘,無,無,無,無,無
詮㼆資訊開發有限公司,https://www.104.com.tw/company/1a2x6bjjj9,後端工程師,https://www.104.com.tw/job/ajax/content/6y4ap,"['上班族', '應屆畢業生', '日間就讀中', '夜間就讀中', '原住民', '二度就業']",1年以上,專科以上,['資訊工程相關'],無,"['PHP', 'Python']","['伺服器網站管理維護', '電腦設備裝配', '網路資料傳輸', '安全性測試(Security test)', '網路程式設計']","['1.', '熟悉PHP,', 'Python', '程式語言且有爬蟲經驗', '2.', '有網頁架設經驗', 'HTML、CSS、JS、MYSQL', '3.', '熟悉伺服器架設', '運作原理', '4.', '對資訊安全、滲透測試有興趣', '5.', '有基本SEO概念佳', '6.', '願意學習其他軟體操作與使用', '7.', '有電腦組裝經驗佳', '8.', '資訊相關科系畢業尤佳。']"
AsiaYo_亞洲遊科技股份有限公司,https://www.104.com.tw/company/1a2x6bjmm7,資深後端工程師Senior Backend,https://www.104.com.tw/job/ajax/content/4vqpf,['上班族'],3年以上,大學以上,['資訊工程相關'],無,無,無,['科系限制：資訊科學學門']
圓周律資訊有限公司,https://www.104.com.tw/company/1a2x6bjx7e,軟體工程師,https://www.104.com.tw/job/ajax/content/6u284,"['上班族', '外籍人士', '原住民', '二度就業', '中壯齡', '中高齡']",1年以上,不拘,無,['英文:聽 /中等、說 /中等、讀 /中等、寫 /中等'],"['Linux', 'UNIX', 'PHP', 'Database Management', 'JavaScript']","['軟體程式設計', '網路程式設計', '資料庫程式設計']","['熟悉至少一套PHP', 'Framework(Laravel更佳)', '熟悉至少一套Unix', 'like作業系統']"
創順科技有限公司,https://www.104.com.tw/company/1a2x6bk72b,後端工程師 Back-end Engineer ( Python ),https://www.104.com.tw/job/ajax/content/5oxtq,"['上班族', '應屆畢業生']",不拘,大學以上,無,['英文:聽 /中等、說 /中等、讀 /中等、寫 /中等'],無,無,"['加分項：', '1.', '有爬蟲項目經驗。', '2.', '熟悉', 'Docker', '並有實際操作經驗。', '3.', '有其他領域技術經驗，如', 'Java/Javascript/Swift/Object', 'C', '等。']"
凡谷興業有限公司,https://www.104.com.tw/company/1a2x6bi8ln,資料工程師,https://www.104.com.tw/job/ajax/content/6lc9n,['上班族'],1年以上,大學、碩士,"['數學及電算機科學學科類', '資訊管理相關']",['英文:聽 /中等、說 /中等、讀 /中等、寫 /中等'],無,無,"['具備下列相關技能尤佳:', '1.', 'Python', '2.', 'SQL與Shell', 'Scripts', '3.', 'Message', 'Queue', '(Ex.', 'Kafka)', '4.', 'Big', 'Table或NoSQL']"
杰悉科技股份有限公司,https://www.104.com.tw/company/1a2x6bkm3z,Python工程師 或 後端工程師,https://www.104.com.tw/job/ajax/content/6cogg,"['上班族', '二度就業']",3年以上,專科以上,無,無,"['C#', 'C++', 'PHP', 'MS SQL', 'MySQL']","['系統架構規劃', '系統整合分析', '軟體工程系統開發', '軟體程式設計', '結構化程式設計', '模組化系統設計', '資料庫系統管理維護', '資料庫程式設計', '資料庫軟體應用', '流程圖軟體操作', '專案管理軟體操作', '簡報軟體操作']","['•', '熟悉', 'Web', '應用開發。', '•', '熟悉各類開源', 'Web', 'Server', '(Nginx', 'or', 'HAProxy)。', '•', '熟悉網路安全知識。', '•', '熟悉各種業務場景下的緩存系統應用和相關開源軟體使用。', '•', '了解', 'Linux/Unix', '系統，能夠進行基本的部署和維護操作。', '加分項目：', '1.', 'Docker,', 'Redis,', 'RabbitMQ,', 'ELK。', '2.', '對AI演算法或有實做開發經驗。', '3.', '對影像RTSP處理或解碼/壓縮有實做經驗。', '4.', '對自然語言處理NLP有研究或實做經驗。']"
富邦金融控股股份有限公司,https://www.104.com.tw/company/1jt9s7c,數據應用工程師,https://www.104.com.tw/job/ajax/content/6luzo,['上班族'],3年以上,大學、碩士,無,['英文:聽 /中等、說 /中等、讀 /中等、寫 /中等'],"['Python', 'ANSI SQL', 'Data Modeling', 'ETL', 'PL/SQL']",無,"['1.電腦技能', ':', 'PLSql/ETL、Oracle、Data', 'Model', '2.具Python開發及爬蟲能力尤佳', '4.具', 'Hadoop應用經驗(Hive,Impala,Mongodb,Spark)尤佳']"
台盈資訊科技有限公司,https://www.104.com.tw/company/1a2x6bkaqj,資深軟體工程師,https://www.104.com.tw/job/ajax/content/6k6qg,['上班族'],3年以上,大學以上,無,無,"['C#', 'C++', 'PHP', 'Python', 'MySQL']",無,"['1.', '應具備', 'php-mysql', '的開發經驗。', '2.', '具備以下條件，則增加評比分數', 'a.', '熟', 'C#', '、Python', '、', 'C++', '等程式語言佳。', 'b.', '曾經有「線上交易系統」、「爬蟲程式」、「金融系統」、「大型資料庫」等開發經驗。', 'c.', '熟', 'CentOS、', '網路架構、系統維護運作', '等。']"
安華聯網科技股份有限公司,https://www.104.com.tw/company/1a2x6bizw6,產品處-資深Backend後端工程師,https://www.104.com.tw/job/ajax/content/6tykf,"['上班族', '外籍人士']",5年以上,大學以上,無,無,"['Servlets', 'Java', 'Python', 'MySQL', 'Tomcat']",無,"['-', '熟悉一種以上程式語言（', 'Python', '、Java）', '-', '爬蟲技術：', '熟悉上述語言中相關抓取網頁內容之套件', '具備程式存取RESTFUL', 'API', '資料能力', '具備處理反爬蟲技術與相關技巧。', '-', '有MySQL、Servlet相關經驗', '-', '資料處理：熟悉各種編碼之網頁與資料格式處理', '（JSON/XML）', '-', '有資安研發經驗者尤佳。', '-', '對程式品質有自我要求，致力於開發穩定、可信賴的、及經過良好測試的軟體。', '-', '具備良好的溝通能力，執行力與協調能力。', '-', '對', 'Agile', '開發模式有高度興趣，如', 'Scrum、Kanban。']"
睿點行動股份有限公司,https://www.104.com.tw/company/1a2x6bktsz,金融科技業-後端工程師Back-end developer,https://www.104.com.tw/job/ajax/content/6kw5d,"['上班族', '應屆畢業生', '外籍人士', '原住民', '二度就業']",1年以上,專科、大學、碩士,無,無,"['Linux', 'Python', 'Go', 'MySQL', 'RDBMS', 'JavaScript']",無,"['【團隊合作方式】', '1.', '使用者為中心、敏捷開發、快速迭代', '我們採用敏捷開發，透過社群的互動與反饋，獲取關鍵的用戶洞察，並快速建置MVP並進行驗證，透過反覆修正與迭代，使產品能夠契合用戶需求。', '2.', '透明扁平的決策模式', '我們每個開發的項目都建立於用戶需求以及團隊成員共識上，不會有「不知為何開發而開發」的現象，也沒有與用戶需求對立的獲利壓力。在明確的目標下，團隊中的每一個成員都能夠毫無顧忌的表達自己的想法，前進的過程中，我們每下的一步棋，都是團隊成員共同討論出來決定的方向。', '3.', '換位思考與同理心', '團隊中的每一個成員都是為了產品更好的共同目標而努力，我們是共同協作，而不是各司其職。產品經理願意瞭解技術開發的方法、流程和阻礙，技術願意了解用戶需求和市場考量，我們能夠具備換位思考的能力，同理用戶，以及同理共同合作的夥伴與利益關係人，在共同目標之下，運用各自的專業，打造出更好的產品和服務。']"
電獺股份有限公司,https://www.104.com.tw/company/1a2x6bjxn4,電獺 Java Web Developer 軟體工程師 (Senior),https://www.104.com.tw/job/ajax/content/6kgql,"['上班族', '應屆畢業生']",3年以上,不拘,無,['英文:聽 /略懂、說 /略懂、讀 /中等、寫 /中等'],無,"['伺服器網站管理維護', '作業系統基本操作', '資料備份與復原', '資訊設備環境設定', '功能測試(function test)', '使用者測試(Usability test)', '軟體程式設計', '網路程式設計', '資料庫系統管理維護', '資料庫程式設計', '資料庫軟體應用', '系統架構規劃與維護', '網路系統配置', '網路應用軟體操作', '多媒體企劃設計', '使用者介面設計', '網頁軟體操作', '網頁語法撰寫']","['工作與薪資評估「加分項目」（加分項目有一項即符合，非必要條件）：', '1.', '會使用或願意學習', 'kotlin', '2.', '理解或有興趣接觸', 'microservice', '架構', '3.', '參與或願意學習', 'scrum', '開發流程的經驗', '4.', '會使用或願意學習', 'docker', '與', 'kubernetes', '5.', '外語聽說讀寫能力']"
倢思數位科技股份有限公司,https://www.104.com.tw/company/1a2x6bk5pg,python資深網頁後端工程師,https://www.104.com.tw/job/ajax/content/6x13x,"['上班族', '應屆畢業生', '日間就讀中', '研發替代役', '原住民', '二度就業', '中壯齡']",不拘,專科以上,無,無,無,無,"['有爬蟲項目經驗。', '-', '熟悉', 'Docker', '並有實際操作經驗。']"
千手數位科技股份有限公司,https://www.104.com.tw/company/1a2x6bl7wd,python資深網頁後端工程師,https://www.104.com.tw/job/ajax/content/6ybcm,"['上班族', '應屆畢業生', '日間就讀中', '研發替代役', '原住民', '二度就業', '中壯齡']",不拘,專科以上,無,無,無,無,"['有爬蟲項目經驗。', '-', '熟悉', 'Docker', '並有實際操作經驗。']"
金冠科技有限公司,https://www.104.com.tw/company/1a2x6bkuw3,Python 後端工程師 (Junior),https://www.104.com.tw/job/ajax/content/6lw8b,"['上班族', '應屆畢業生']",不拘,專科以上,無,無,無,無,"['*', '能適應團隊的快速開發腳步', '*', '良好的閱讀英文API文件能力', '*', '有金融/金流方面的相關知識和興趣', '-', '熟', 'Flask', '框架開發與應用', '-', '熟', 'sqlalchemy', 'ORM', '與', 'SQL', 'Syntax', '-', '熟', 'mysql', '資料儲存系統', '-', '熟', 'redis', '-', '對', 'restful', '格式有深刻理解,', '並可依其設計開發', 'API', '-', '理解html5,', 'css,', 'javascript', '-', '使用', 'git,', 'aws,', 'docker,', 'kubernetes']"
滙訊科技有限公司,https://www.104.com.tw/company/1a2x6bl5ke,C#軟體開發工程師,https://www.104.com.tw/job/ajax/content/6w1o5,"['上班族', '原住民', '二度就業']",1年以上,專科以上,無,無,['C#'],無,"['1.', '具備Selenium網站測試經驗、HTML', '5經驗。', '2.', '1年以上', 'C#', 'or', 'PHP實際開發經驗。']"
恒耀工業股份有限公司,https://www.104.com.tw/company/ah1os00,IT系統工程師,https://www.104.com.tw/job/ajax/content/4g2na,"['上班族', '應屆畢業生']",不拘,大學、碩士,"['資訊管理相關', '資訊工程相關']",無,無,無,"['1.積極主動，可獨立作業、合作分工。', '2.溝通能力佳，個性負責，正面思考，具團隊合作精神，並有服務熱忱。', '3.邏輯清晰，有主動學習與問題解決能力。', '4.對軟體程式開發有熱誠，會自行研究一些新的程式技術、系統架構。', '5.做過中型以上專案架構設計者佳。(中型專案定義:', '執行單元包含3種以上。例如:', 'Back', 'end', 'Server,', 'Frontend', 'Web', 'APP,', 'Mobile', 'APP)', '6.做過中型以上專案實作，高度模組化，讓系統具有高擴充性及高維護性。', '7.ASP.NET', 'Core', '1年以上的開發經驗者佳。', '8.Entity', 'Framework', 'Core', '1年以上開發經驗者佳。', '9.ASP.NET', 'MVC', '3年以上開發經驗者佳。', '10.Entity', 'Framework', '3年以上開發經驗者佳。', '11.Angular4+', '1年以上的開發經驗者佳。', '12.熟悉Git的使用。', '13.有自己開發一些軟體小品。例如遊戲外掛、網路爬蟲、解決自己或是家人朋友生活', '上遇到不方便的小工具。']"
和泰汽車股份有限公司,https://www.104.com.tw/company/1hrmizk,資料工程師 (Data Engineer),https://www.104.com.tw/job/ajax/content/6ej3x,['上班族'],2年以上,大學、碩士,"['資訊工程相關', '數理統計相關', '其他數學及電算機科學相關']",['英文:聽 /中等、說 /中等、讀 /精通、寫 /精通'],無,無,"['1.', '具備程式撰寫能力，能以Python撰寫爬蟲或進行資料分析，有相關開發經驗', '2.', '曾使用過C#', '(或', 'java、Scala)等語言進行系統開發', '3.', '對於資料庫系統與其語法熟悉（包含SQL、Spark、Cassandra…等）', '4.', '有資料視覺化與BI的相關經驗（例如Power', 'BI、Tableau…等）', '5.', '具備雲端運算服務使用經驗（Azure/AWS）', '加分條件', '1.', '熟悉或曾應用大數據平台元件操作，包括Kafka、nifi、HDFS…等', '2.', '具備機器學習或資料分析演算法知識與經驗。', '*應徵時請提供相關簡歷或過去作品、執行專案等可說明個人能力與負責內容之成果。']"
